Birch_base,DBSCAN_base,Birch_bayes_best,DBSCAN_bayes_best,Passed
2268,2,1877,2,1
2611,8,984,4,0
1788,5,2330,1,1
2154,5,1804,1,1
527,4,996,0,0
1899,7,2450,3,0
464,9,1197,2,1
272,7,923,3,1
853,8,396,4,0
746,3,165,3,0
1672,5,2187,1,0
1833,10,2342,5,1
25,3,499,3,0
1419,7,1817,3,1
2626,3,920,3,0
634,9,476,2,0
2298,6,1750,4,1
599,0,698,0,1
1779,7,2148,3,1
2599,10,1048,5,1
1888,1,2459,1,0
1877,5,2585,1,0
948,0,251,0,0
904,2,1578,2,0
1166,8,645,4,1
1844,2,2302,2,0
375,6,921,4,1
302,6,1311,4,0
1921,3,1238,3,0
2143,5,823,1,1
1752,6,2310,4,0
2002,9,2309,2,1
1817,3,2295,3,0
1250,6,1459,4,1
967,0,1092,0,0
1019,-1,651,3,1
2666,2,1055,2,1
2038,1,2528,1,0
1398,8,1586,4,0
2571,2,1674,2,1
2351,4,1622,0,1
2548,8,402,4,0
493,4,1028,0,0
26,5,1432,1,1
501,7,1069,3,0
304,8,913,4,1
2266,3,1833,3,0
2576,6,1608,4,0
2637,2,1580,2,0
2329,2,1559,2,0
156,-1,1275,4,1
760,8,396,4,0
588,8,23,4,0
2626,3,1554,3,0
2624,2,1547,2,1
2415,6,1684,4,0
586,7,722,3,1
1253,6,487,4,1
251,-1,1497,5,0
1471,6,1967,4,0
2320,8,1889,4,1
1407,6,1595,4,0
2205,4,2120,0,0
8,6,1461,4,1
1338,0,2186,0,0
2039,4,2512,0,1
2586,0,1570,0,0
1209,1,627,1,0
130,8,1474,4,1
1967,9,2340,2,0
788,3,705,3,1
477,8,904,4,1
2563,10,1797,5,0
2594,6,1652,4,0
1977,6,2353,4,0
279,3,963,3,1
1825,2,2329,2,1
2272,9,1651,2,1
851,1,268,1,0
1968,1,965,1,1
1640,-1,2259,4,0
1435,7,2061,3,0
799,8,379,4,0
2022,-1,2400,2,1
1873,6,2471,4,0
2500,4,264,0,1
2637,2,1580,2,1
1461,2,534,2,0
1412,11,1470,5,0
1452,6,2050,4,0
1858,8,2268,4,1
1028,6,770,4,0
1357,10,1854,5,0
542,6,950,4,0
801,0,235,0,0
1135,9,697,2,0
1200,6,729,4,0
2066,7,1015,3,0
1912,3,1256,3,1
748,3,280,3,1
1858,8,2268,4,0
29,0,1955,0,1
1581,-1,1931,3,0
1197,0,830,0,0
270,1,1480,1,1
297,3,1339,3,1
2340,0,1564,0,0
2527,8,1599,4,0
1867,1,2291,1,1
1315,9,2133,2,1
1294,4,582,0,0
863,3,208,3,0
874,1,327,1,0
107,9,2445,2,0
1388,6,2285,4,1
1866,8,2284,4,1
2604,7,1535,3,0
231,5,1463,1,0
2526,0,1645,0,1
101,1,448,1,1
1026,4,304,0,0
1965,2,2552,2,1
1916,5,2585,1,0
361,1,1411,1,1
1797,5,2409,1,0
2104,6,962,4,0
461,2,1116,2,1
1870,2,2458,2,0
258,3,1037,3,1
2596,6,1663,4,1
1967,9,2447,2,0
76,3,525,3,1
73,8,455,4,0
2188,4,1622,0,0
351,4,71,0,1
2540,9,1687,2,0
357,3,1105,3,1
2513,10,1900,5,1
854,7,183,3,1
1744,1,1809,1,0
1120,8,738,4,0
1206,9,743,2,0
346,3,1475,3,1
446,2,1183,2,1
345,4,1053,0,0
2574,4,1664,0,0
1781,9,2273,2,1
123,6,1375,4,0
376,0,1052,0,0
1675,9,1964,2,0
442,6,1128,4,1
900,8,56,4,1
2601,5,1601,1,0
1188,1,773,1,1
756,1,4,1,1
562,7,27,3,1
2038,1,2520,1,0
2291,6,1810,4,1
1181,-1,893,0,0
2482,9,390,2,1
1866,8,2293,4,1
484,2,980,2,0
1219,0,830,0,0
1835,7,2323,3,1
920,4,273,0,1
2560,6,1652,4,1
854,7,317,3,1
2612,2,2401,2,0
2442,3,1573,3,1
2505,1,242,1,0
2657,3,1626,3,0
444,8,1215,4,0
2602,1,990,1,0
1547,1,1997,1,0
373,0,942,0,1
1893,7,2277,3,0
1393,9,2309,2,0
26,5,1432,1,1
2184,9,1822,2,1
2573,1,1610,1,0
2194,4,1760,0,1
1866,8,2094,4,0
2263,7,1588,3,1
2194,4,1760,0,0
1906,5,2557,1,1
2267,3,1579,3,1
2420,0,1666,0,0
332,2,1005,2,1
2658,3,1626,3,1
317,8,1240,4,1
122,6,1273,4,1
42,9,1440,2,1
1461,2,2006,2,0
1592,6,2222,4,0
590,6,629,4,1
1721,2,2255,2,0
2486,2,1636,2,1
1621,2,2262,2,1
1692,5,2062,1,0
781,9,297,2,1
754,7,341,3,1
1219,0,498,0,1
434,7,1089,3,1
2566,6,1828,4,1
895,2,141,2,1
2448,0,194,0,0
258,3,920,3,1
1281,2,570,2,1
2241,2,2427,2,1
2198,6,1752,4,1
493,4,1028,0,1
1816,6,2310,4,1
1412,11,1631,5,0
2625,1,1056,1,1
103,7,454,3,0
1055,5,768,1,0
1496,7,494,3,1
1562,-1,861,2,0
2579,8,1639,4,1
2598,0,1537,0,0
2350,3,1692,3,1
807,1,438,1,1
740,5,1383,1,1
2127,1,1843,1,0
2584,3,1621,3,0
1366,8,1966,4,1
305,5,916,1,0
848,9,1572,2,1
952,3,1692,3,1
898,8,225,4,1
2223,9,1886,2,0
1843,5,2306,1,1
41,5,2526,1,1
1728,2,2328,2,1
44,1,538,1,0
99,1,1918,1,0
2175,3,1800,3,1
331,7,1228,3,1
2180,4,2178,0,0
72,4,1406,0,0
2661,9,1173,2,0
2272,9,1685,2,0
2127,1,1785,1,1
486,1,994,1,1
275,10,1123,5,1
1483,7,494,3,1
2609,2,1547,2,1
1185,0,498,0,0
2109,0,2456,0,0
305,5,944,1,0
1864,9,2184,2,1
2133,5,1804,1,1
2202,2,871,2,0
2267,3,1723,3,1
2222,7,1761,3,0
1086,3,782,3,0
304,8,1294,4,0
5,5,1358,1,0
2600,4,1776,0,1
1009,3,618,3,0
274,7,1026,3,0
1090,2,427,2,1
377,4,1093,0,1
2170,0,1751,0,1
1061,6,770,4,1
933,-1,1158,2,1
883,8,1057,4,0
90,6,1461,4,1
1800,8,2266,4,1
2624,2,986,2,0
2133,5,1603,1,1
2076,5,1330,1,0
2506,27,391,4,1
2081,3,1020,3,1
10,11,456,5,1
2661,9,1173,2,1
2003,0,931,0,0
2270,1,1853,1,1
1595,7,843,3,1
2374,1,263,1,0
2071,7,2265,3,0
8,6,1461,4,1
1328,8,2234,4,0
1202,5,768,1,0
2163,9,1572,2,1
2177,4,1733,0,0
2488,2,281,2,0
2337,6,1608,4,0
417,8,1407,4,0
1135,9,697,2,1
2204,3,2223,3,0
2579,8,1655,4,1
2183,6,307,4,0
2584,3,1538,3,1
2088,4,1017,0,1
551,6,1047,4,0
1610,4,784,0,0
1974,0,2351,0,1
1196,0,806,0,0
2553,8,1639,4,0
2274,9,1872,2,0
1680,11,2051,5,1
1834,8,2296,4,0
298,3,1396,3,1
1387,9,2108,2,0
2588,7,1551,3,0
1402,3,1711,3,1
444,8,1215,4,0
2339,4,1681,0,1
569,1,6,1,0
1678,2,1911,2,1
2040,2,2458,2,1
2646,8,940,4,1
2618,5,2405,1,0
838,5,190,1,0
2461,3,208,3,0
62,9,1434,2,0
2173,0,630,0,0
2230,-1,1882,5,1
906,1,1200,1,0
522,0,949,0,0
2517,5,267,1,1
526,7,1014,3,0
201,0,1372,0,0
2259,9,1706,2,0
824,4,422,0,0
186,5,609,1,0
2177,4,1733,0,1
2528,4,272,0,1
1685,3,1977,3,1
2346,2,1702,2,1
724,8,20,4,0
1248,9,553,2,1
277,1,1610,1,0
1580,1,2090,1,0
815,6,148,4,1
992,4,779,0,1
1704,4,1940,0,1
749,9,297,2,1
1671,8,1947,4,0
302,6,1311,4,0
551,6,1047,4,0
333,10,1293,5,0
840,9,217,2,1
917,9,218,2,0
618,10,706,5,0
776,7,439,3,0
2232,2,870,2,1
1880,1,2360,1,1
1600,1,2144,1,0
2605,5,1600,1,1
2306,5,1781,1,1
611,0,339,0,0
2662,11,1697,5,1
1197,0,830,0,0
1353,11,2260,5,0
2568,9,1834,2,1
1977,6,2471,4,0
2134,4,295,0,0
1965,2,2270,2,0
1426,8,1923,4,1
1532,9,2087,2,0
594,0,110,0,0
1032,9,739,2,0
339,1,1352,1,0
2302,0,2376,0,1
603,6,636,4,1
1377,7,2113,3,0
1614,10,896,5,0
259,7,929,3,1
2560,6,1566,4,0
1689,8,1947,4,1
2660,9,1649,2,0
2661,9,941,2,0
1854,5,2392,1,0
339,1,1352,1,0
2127,1,1801,1,0
1050,9,846,2,1
284,9,989,2,0
2420,0,1666,0,0
2356,6,1587,4,0
2121,1,1807,1,0
615,1,150,1,1
1750,2,2362,2,0
2372,8,258,4,1
687,1,1450,1,1
606,2,461,2,1
1348,6,2118,4,0
1461,2,1916,2,0
700,-1,1529,1,0
615,1,508,1,1
2657,3,1626,3,0
2127,1,1802,1,0
1399,5,1927,1,1
232,6,1424,4,0
2601,5,1601,1,1
1866,8,2293,4,0
1258,9,519,2,0
52,8,492,4,0
2640,11,1568,5,1
2614,3,1538,3,0
2650,9,1556,2,1
1518,5,1961,1,1
1392,1,2102,1,0
33,9,466,2,1
1239,8,502,4,0
1965,2,2270,2,1
265,4,945,0,0
1039,7,811,3,1
1593,6,2261,4,1
2272,9,1685,2,1
919,0,199,0,0
319,6,1002,4,1
1014,7,796,3,1
1952,6,2064,4,1
2109,0,2456,0,0
1390,6,733,4,0
1032,9,818,2,0
1962,0,2433,0,1
323,2,976,2,0
853,8,1586,4,0
1405,3,1939,3,1
2463,3,380,3,0
2516,0,230,0,1
1786,1,2606,1,0
1342,2,2262,2,1
1375,7,2274,3,1
1029,9,899,2,1
110,3,1367,3,1
1039,7,2095,3,0
2442,3,337,3,1
1790,0,2497,0,0
1853,6,2367,4,1
425,6,1464,4,1
1882,8,2494,4,0
867,5,196,1,1
2642,7,923,3,1
943,9,1114,2,1
2601,5,985,1,1
1510,0,1930,0,0
2652,3,1023,3,1
1190,4,582,0,0
2042,8,2449,4,0
77,4,1053,0,0
1860,7,2274,3,0
1887,2,2270,2,0
236,7,1449,3,1
492,4,1104,0,0
1267,8,501,4,1
1863,2,2530,2,1
2645,9,919,2,0
629,9,125,2,1
854,7,317,3,1
1847,9,2374,2,1
2550,6,1810,4,0
62,9,1377,2,0
1910,3,2286,3,1
1798,6,2281,4,1
330,7,1297,3,1
2022,2,2451,2,1
1716,7,2389,3,1
2095,6,2442,4,0
2191,8,1712,4,1
24,9,500,2,0
1245,5,468,1,0
507,10,1035,5,0
1851,5,2377,1,0
2632,2,1678,2,1
1882,8,2438,4,0
36,5,656,1,1
2463,3,1617,3,1
268,8,981,4,0
1973,7,2298,3,1
2161,4,1855,0,0
2151,1,750,1,1
2269,5,1883,1,1
317,8,913,4,1
1883,8,2485,4,0
1044,9,781,2,0
852,5,274,1,1
889,2,1066,2,0
1680,11,2091,5,0
270,1,1431,1,1
1983,9,960,2,0
779,7,312,3,1
1746,1,2125,1,0
1566,-1,869,0,1
1394,4,2110,0,1
1404,4,1713,0,1
904,2,260,2,0
452,4,1134,0,0
1379,1,2102,1,0
852,5,274,1,1
2231,4,2238,0,1
409,-1,1467,5,0
1651,7,2134,3,1
783,0,199,0,1
444,8,1204,4,0
2006,11,2509,5,0
2120,5,1050,1,1
1644,4,2065,0,0
941,2,14,2,1
902,8,177,4,1
99,1,1918,1,0
2531,6,1561,4,1
2134,4,329,0,0
2011,4,2462,0,0
2201,3,1830,3,1
2166,6,1808,4,1
358,8,1203,4,1
874,1,200,1,0
2367,8,1655,4,0
1096,9,759,2,1
2588,7,1582,3,0
1980,1,2520,1,1
2662,11,1631,5,1
1300,2,865,2,0
1965,2,2270,2,0
1057,8,780,4,1
1582,4,2256,0,0
2128,5,1753,1,1
1868,8,2486,4,1
2164,7,1761,3,0
2306,5,2399,1,0
2150,1,1821,1,0
2432,7,374,3,1
1901,0,1261,0,1
25,3,499,3,1
898,8,188,4,0
2280,3,1745,3,1
307,4,1242,0,0
2388,2,178,2,0
1070,2,892,2,1
2591,3,1723,3,0
1407,6,1595,4,0
1888,1,2501,1,0
1828,0,2319,0,0
2468,2,355,2,1
72,4,484,0,0
2147,1,1610,1,0
997,7,483,3,0
1632,10,2220,5,1
285,7,957,3,1
1910,3,2588,3,0
864,6,201,4,0
371,3,316,3,1
1032,9,344,2,0
671,-1,28,3,0
1477,4,569,0,1
2661,9,1175,2,0
493,4,1028,0,1
2203,7,1786,3,0
2347,8,1655,4,1
317,8,934,4,0
506,1,1056,1,0
258,3,1037,3,0
2483,2,311,2,0
1114,4,767,0,0
312,2,1255,2,1
2312,5,1878,1,0
813,8,334,4,0
1831,9,2356,2,0
1036,2,865,2,0
277,1,1610,1,1
346,3,1426,3,1
2189,4,308,0,0
1849,11,2301,5,1
1398,8,1586,4,0
1684,0,2217,0,1
2467,3,324,3,1
1794,4,2414,0,0
2119,1,2290,1,1
2604,7,1551,3,1
1768,0,2192,0,1
2168,9,1620,2,0
98,2,1366,2,0
1028,6,289,4,0
2585,5,1553,1,0
2306,5,2405,1,0
308,1,924,1,1
123,6,1412,4,1
69,7,1368,3,0
357,3,1108,3,1
3,1,448,1,0
916,6,1132,4,0
694,6,1369,4,1
1801,6,2590,4,0
2644,4,1545,0,0
2383,8,1669,4,1
2611,8,1544,4,0
2383,8,1655,4,0
2244,9,1742,2,0
502,1,1056,1,0
1366,8,2204,4,1
2579,8,1536,4,1
2180,4,1855,0,0
1038,10,755,5,0
69,7,1368,3,1
2611,8,2339,4,1
2406,7,244,3,1
813,8,379,4,1
783,0,89,0,0
2449,7,244,3,1
2655,3,1692,3,0
752,3,280,3,1
1248,9,610,2,0
1992,2,2302,2,1
2037,2,2505,2,0
1363,8,1763,4,0
1498,-1,2092,0,0
304,8,913,4,0
1888,1,2501,1,0
1900,3,2452,3,1
1656,4,1960,0,1
1416,9,2184,2,1
849,6,206,4,1
188,1,578,1,0
2381,0,230,0,0
1996,3,963,3,0
1966,5,2335,1,1
2606,8,2339,4,1
1881,2,1941,2,0
73,8,455,4,0
2264,7,1817,3,0
2140,1,1802,1,1
1798,6,2281,4,1
367,11,1399,5,0
1288,4,567,0,0
39,3,1413,3,1
1938,28,1302,1,0
986,7,483,3,1
2596,6,1663,4,0
694,6,1369,4,1
1075,5,624,1,0
2157,5,296,1,0
1064,7,811,3,1
1024,3,602,3,1
1263,1,464,1,1
2647,5,1597,1,0
83,8,981,4,1
1182,5,624,1,0
2490,8,864,4,0
2596,6,2289,4,1
1404,4,1713,0,0
1962,0,1570,0,0
373,0,927,0,0
1454,8,1968,4,1
2489,2,195,2,1
102,8,128,4,1
496,1,1077,1,1
36,5,656,1,0
1006,3,725,3,1
1742,1,2372,1,0
2613,3,1548,3,0
795,8,64,4,0
2614,3,1579,3,0
1975,9,2273,2,0
948,0,213,0,1
1016,7,660,3,0
1720,9,2245,2,1
1432,6,1945,4,0
2267,3,1858,3,1
2197,8,2149,4,0
274,7,1174,3,1
1225,11,456,5,1
714,5,53,1,1
895,2,178,2,0
295,3,1037,3,0
2222,7,1761,3,1
2500,4,319,0,1
1150,-1,793,5,1
1916,5,2585,1,1
1237,3,558,3,1
1394,4,2180,0,1
264,2,1001,2,0
2606,8,2324,4,1
849,6,206,4,0
1039,7,811,3,1
538,11,1051,5,0
1129,7,730,3,1
1825,2,2329,2,0
88,8,1428,4,0
2091,3,1021,3,0
2202,2,1849,2,0
2147,1,1610,1,0
2420,0,1666,0,1
2191,8,1771,4,0
2638,7,1659,3,0
2072,1,968,1,1
706,1,79,1,1
1306,3,2230,3,1
89,2,1921,2,1
69,7,1368,3,1
2531,6,1652,4,1
481,4,1060,0,1
875,5,1383,1,1
317,8,936,4,0
98,2,562,2,1
1031,2,731,2,1
813,8,825,4,0
1761,4,2189,0,0
131,7,1370,3,0
257,9,989,2,1
2177,4,1733,0,0
1966,5,2335,1,0
2395,0,251,0,1
1084,9,835,2,0
759,7,302,3,1
497,8,1058,4,0
1881,2,2484,2,1
1529,1,2044,1,1
853,8,23,4,1
1946,3,2452,3,0
762,4,304,0,1
961,5,1179,1,0
1963,4,1772,0,0
2046,2,2554,2,1
2134,4,386,0,0
1406,2,1921,2,1
1321,5,2193,1,0
1299,2,461,2,0
597,3,116,3,1
2650,9,1556,2,1
2660,9,1649,2,1
2580,1,1532,1,0
2235,3,1711,3,0
2257,10,1766,5,1
2584,3,2396,3,1
2339,4,1557,0,0
2120,5,2272,1,0
2004,3,2282,3,0
394,4,1117,0,1
2264,7,1817,3,0
1967,9,2340,2,1
1635,1,2034,1,0
462,4,1185,0,1
2365,11,1701,5,0
400,2,1055,2,1
2070,3,967,3,0
2413,3,204,3,0
617,9,694,2,0
988,7,535,3,0
986,7,505,3,1
2442,3,1554,3,0
1398,8,1586,4,1
329,5,1241,1,0
2171,0,791,0,1
2637,2,1580,2,0
2602,1,990,1,1
1414,0,2132,0,1
268,8,934,4,1
650,-1,512,2,1
1499,4,2093,0,0
1991,4,2317,0,0
2206,9,1840,2,1
2486,2,1636,2,0
1390,6,2219,4,1
278,5,1205,1,1
1844,2,2302,2,0
2566,6,1828,4,1
2340,0,1564,0,0
99,1,1918,1,1
2585,5,1600,1,0
2626,3,1626,3,0
206,8,1457,4,0
2587,1,990,1,1
2634,6,1608,4,1
1404,4,308,0,0
1387,9,2126,2,0
2182,0,1823,0,0
606,2,461,2,0
2597,1,1532,1,1
2645,9,919,2,1
1277,7,483,3,1
2250,2,1865,2,1
2550,6,1752,4,0
1672,5,1901,1,0
2538,0,1627,0,1
308,1,924,1,0
2638,7,1659,3,0
246,3,1484,3,0
1189,4,452,0,0
819,5,399,1,0
1991,4,2487,0,1
2191,8,1712,4,0
1189,4,726,0,0
1055,5,823,1,0
253,0,1363,0,1
2159,1,1574,1,0
1426,8,1923,4,1
1031,2,731,2,0
293,6,1033,4,1
640,9,1404,2,0
2492,2,283,2,0
1672,5,1901,1,0
1830,10,2369,5,1
1867,1,2291,1,1
2519,4,1866,0,0
2574,4,1703,0,0
394,4,1109,0,1
1405,3,633,3,1
755,9,305,2,1
1269,2,482,2,1
2393,0,1564,0,0
156,-1,1353,4,0
1024,3,602,3,1
2509,9,322,2,1
2633,0,1570,0,0
2598,0,1537,0,1
1931,9,2447,2,0
1371,7,811,3,0
2145,7,285,3,0
1627,4,2176,0,0
897,3,155,3,1
775,2,435,2,1
39,3,1367,3,0
1261,4,445,0,0
450,8,1057,4,0
1988,4,2512,0,0
1977,6,937,4,0
1564,2,884,2,1
1295,0,486,0,1
1407,6,1595,4,1
1385,3,1554,3,0
551,6,1047,4,1
1822,1,2276,1,1
1532,9,2087,2,0
1058,8,863,4,1
841,0,191,0,1
2370,2,1696,2,1
1401,7,1582,3,1
2254,4,1728,0,1
1144,9,777,2,0
2234,2,1710,2,1
1168,1,388,1,1
1117,-1,799,4,1
824,4,294,0,0
346,3,1361,3,1
88,8,1428,4,1
843,5,196,1,0
2390,2,1605,2,1
833,5,296,1,0
1157,4,756,0,0
353,6,943,4,1
255,5,969,1,1
1421,10,1907,5,0
2608,1,1662,1,1
2285,0,1739,0,0
1446,8,1429,4,1
1575,4,812,0,0
875,5,656,1,0
1126,5,764,1,1
770,2,38,2,1
206,8,1489,4,0
1493,4,2009,0,0
444,8,1215,4,1
1774,1,2073,1,0
2263,7,1588,3,1
2171,0,1707,0,1
1302,8,641,4,0
1858,8,2268,4,1
2527,8,1599,4,1
51,10,1422,5,1
2648,6,908,4,0
1664,7,1925,3,1
1248,9,610,2,1
1519,3,2000,3,1
1727,4,2180,0,1
1115,0,749,0,1
1732,9,2352,2,0
2328,4,1683,0,0
2063,3,2454,3,0
1259,0,444,0,0
1302,8,641,4,0
482,4,1076,0,1
2002,9,2309,2,0
1195,4,748,0,0
559,8,173,4,0
2107,8,2428,4,0
1336,4,2180,0,0
1891,9,2445,2,1
1874,7,2277,3,0
40,5,1443,1,0
2241,2,2427,2,0
988,7,535,3,1
1978,3,2313,3,0
1091,7,887,3,1
1826,4,2312,0,1
1880,1,2459,1,1
579,2,65,2,0
2432,7,374,3,1
128,0,1274,0,1
1603,3,2122,3,0
1868,8,1950,4,1
1199,3,1917,3,0
4,4,1365,0,0
1153,22,897,3,0
1970,8,2339,4,0
868,6,1587,4,0
392,8,132,4,0
2471,11,404,5,0
2145,7,285,3,1
85,10,1675,5,1
2445,3,238,3,1
2606,8,2339,4,0
2616,7,1551,3,1
2450,3,1729,3,0
875,5,702,1,1
1614,-1,2171,5,0
2264,7,1757,3,1
1964,11,972,5,1
964,2,1578,2,0
380,11,1125,5,0
817,3,377,3,0
28,0,547,0,0
2160,0,830,0,1
1406,2,1580,2,0
615,1,150,1,1
1992,2,2300,2,0
2276,8,1788,4,0
1608,4,784,0,1
2293,7,1795,3,0
280,3,1036,3,0
912,4,232,0,0
280,3,1279,3,1
2160,0,1707,0,0
2176,0,1707,0,1
369,5,94,1,0
2058,4,2513,0,1
1295,0,486,0,1
1996,3,1023,3,0
882,2,59,2,0
986,7,505,3,0
2587,1,1532,1,0
319,6,1375,4,1
849,6,1132,4,1
257,9,941,2,1
980,7,1112,3,1
2648,6,1642,4,0
2190,4,2210,0,0
2618,5,2405,1,0
2451,7,374,3,1
2188,4,1683,0,1
2602,1,990,1,0
2589,8,1721,4,0
529,9,1034,2,1
579,2,59,2,1
109,2,1295,2,1
2092,7,1232,3,0
532,5,993,1,0
1734,9,2233,2,0
554,4,8,0,0
1318,3,2158,3,0
515,10,1135,5,0
1979,6,2353,4,1
1345,0,2196,0,1
1318,3,2158,3,0
1318,3,2354,3,1
1266,4,550,0,0
1857,7,2323,3,1
1404,4,1713,0,0
1505,5,1924,1,0
128,0,1274,0,1
860,4,329,0,1
562,7,27,3,0
2192,1,1719,1,0
2622,8,984,4,1
1528,-1,2028,1,0
1407,6,1595,4,1
1860,7,2476,3,0
2158,5,761,1,0
1672,5,1905,1,1
2373,6,1646,4,0
2413,3,233,3,0
2533,3,1833,3,1
2441,3,301,3,0
2361,4,1557,0,0
2606,8,2324,4,0
1852,6,2380,4,1
475,7,1138,3,0
619,0,131,0,1
328,5,1393,1,0
1864,9,2447,2,0
848,9,181,2,0
1966,5,2272,1,0
590,6,629,4,1
373,0,927,0,0
2269,5,1883,1,0
1266,4,524,0,0
2576,6,1533,4,1
617,9,694,2,0
2551,8,402,4,1
873,5,614,1,0
2253,1,1785,1,1
759,7,302,3,1
621,9,1421,2,0
1023,7,666,3,1
1873,6,2466,4,0
2626,3,1554,3,0
1644,4,1940,0,0
515,10,1135,5,1
1065,2,754,2,0
2489,2,195,2,1
2645,9,1607,2,0
116,6,1335,4,0
2642,7,1582,3,0
2650,9,1556,2,1
2364,1,1694,1,0
2442,3,337,3,1
1861,4,2469,0,1
1293,4,648,0,1
2658,3,920,3,0
1868,8,2486,4,0
337,0,927,0,0
1902,7,1298,3,0
709,6,90,4,1
134,10,1293,5,0
79,2,534,2,1
272,7,1018,3,1
2093,7,1018,3,0
2645,9,2126,2,0
2177,4,1728,0,0
280,3,1306,3,1
2302,0,2319,0,1
1372,8,2155,4,0
2582,8,1536,4,0
2384,8,1690,4,1
963,3,215,3,1
1685,3,1939,3,1
2463,3,1800,3,0
1050,9,818,2,0
555,5,622,1,1
2329,2,245,2,1
1417,3,2181,3,0
2254,4,1728,0,0
2601,5,1601,1,1
1057,8,780,4,0
2249,6,1864,4,1
940,2,1578,2,1
101,1,1431,1,1
1202,5,585,1,0
518,7,957,3,0
313,0,1261,0,1
2392,4,1164,0,0
1365,2,2172,2,0
1786,1,2606,1,1
1372,8,2234,4,0
1668,-1,2088,1,0
1724,5,2338,1,1
1152,-1,659,0,0
2264,7,1734,3,0
1864,9,2461,2,0
718,0,13,0,0
2147,1,2102,1,0
1857,7,2323,3,0
552,5,1180,1,1
2071,7,2298,3,1
730,-1,174,0,1
2456,7,1856,3,1
1727,4,2180,0,1
2071,7,2608,3,1
1318,3,1943,3,1
626,0,126,0,1
1725,-1,2249,3,1
922,1,1200,1,0
31,5,469,1,0
2173,0,830,0,0
2637,2,1580,2,1
2623,9,181,2,1
99,1,1918,1,0
917,9,218,2,0
1960,10,2443,5,1
2588,7,1659,3,0
1111,7,440,3,0
1417,3,1939,3,0
1895,3,2307,3,0
2624,2,947,2,0
1938,28,1302,1,0
1755,0,2376,0,0
544,0,949,0,0
2281,6,1778,4,0
590,6,718,4,1
1253,6,467,4,1
838,5,320,1,0
1294,4,445,0,0
784,0,420,0,0
481,4,1017,0,0
1507,5,1979,1,0
94,2,1425,2,0
1505,5,1994,1,0
272,7,923,3,0
171,4,1509,0,0
1600,1,877,1,1
1076,7,880,3,1
1866,8,2293,4,0
1392,1,1918,1,1
13,9,611,2,0
1678,2,1911,2,1
1685,3,1977,3,0
1701,7,2095,3,1
986,7,699,3,0
2195,7,880,3,1
1820,3,2378,3,0
2189,4,308,0,1
2395,0,251,0,0
828,-1,413,5,0
2434,7,1869,3,0
123,6,1412,4,1
1404,4,2208,0,0
1668,-1,2088,1,1
2000,9,2340,2,0
2637,2,1580,2,0
2158,5,2190,1,0
1990,8,934,4,0
1313,3,2223,3,0
1469,8,2077,4,1
2449,7,244,3,1
1189,4,726,0,0
2604,7,1535,3,0
1704,4,1940,0,0
1761,4,2189,0,0
1390,6,2219,4,0
1887,2,2270,2,0
1259,0,444,0,1
569,1,669,1,0
1704,4,1988,0,1
317,8,934,4,1
460,3,1124,3,1
1045,6,762,4,1
1484,2,1941,2,0
1061,6,289,4,1
623,0,126,0,1
861,5,222,1,1
2606,8,2324,4,1
1994,9,2447,2,1
1199,3,735,3,0
543,0,914,0,1
272,7,923,3,0
2099,5,1050,1,0
868,6,1587,4,1
2393,0,191,0,1
1883,8,2094,4,0
2071,7,2265,3,1
1037,8,785,4,0
33,9,500,2,0
1268,7,505,3,1
10,11,456,5,1
1815,1,2341,1,0
1728,2,2250,2,1
2116,6,2583,4,1
1873,6,2285,4,0
555,5,716,1,0
1160,1,300,1,0
1507,5,1933,1,0
2649,6,1679,4,1
224,5,1486,1,1
2123,1,182,1,1
150,-1,1354,5,1
1405,3,1939,3,0
904,2,260,2,0
2361,4,259,0,1
867,5,356,1,0
2245,9,1722,2,1
890,7,1075,3,1
1216,0,689,0,0
1454,8,2077,4,1
371,3,1108,3,0
333,10,1293,5,0
357,3,1108,3,0
634,9,543,2,0
760,8,310,4,0
2571,2,1881,2,0
2204,3,2223,3,1
1131,8,785,4,0
1895,3,2264,3,1
2559,6,261,4,1
724,8,132,4,0
1834,8,2320,4,0
611,0,630,0,0
867,5,196,1,1
2183,6,340,4,1
477,8,904,4,0
865,5,906,1,0
2622,8,984,4,0
1856,3,1367,3,1
1363,8,1763,4,0
1701,7,2095,3,0
2661,9,941,2,0
734,4,1109,0,0
2379,1,1694,1,1
1906,5,2557,1,1
1384,11,2303,5,0
2272,9,1685,2,1
1866,8,2438,4,1
1048,9,667,2,1
1493,4,2496,0,1
498,3,1068,3,1
2128,5,1767,1,0
1902,7,2510,3,0
217,2,1519,2,1
1965,2,2401,2,1
1732,9,2352,2,1
547,9,1034,2,1
2598,0,1537,0,0
1867,1,2360,1,0
716,-1,140,0,0
1286,10,589,5,1
2298,6,2367,4,1
260,1,909,1,1
1866,8,2293,4,0
1205,6,729,4,0
5,5,1383,1,0
2366,8,1639,4,0
1371,7,285,3,1
853,8,188,4,0
1263,1,669,1,1
567,8,641,4,1
2272,9,1651,2,1
972,9,1618,2,0
479,2,1061,2,0
310,6,997,4,0
1967,9,2309,2,1
1006,3,633,3,1
2291,6,1859,4,1
533,3,1003,3,0
2058,4,2513,0,0
1701,7,843,3,1
1819,1,2276,1,0
1257,3,528,3,0
1587,0,2186,0,0
2342,4,264,0,0
