Birch_base,DBSCAN_base,Birch_random_best,DBSCAN_random_best,Passed
1966,3,300,3,0
1340,6,3533,4,0
1426,5,3536,1,1
1485,0,2980,0,0
2217,0,1505,0,0
669,0,189,0,1
1589,6,921,4,0
405,10,1443,5,1
746,1,3567,1,1
421,7,1967,3,0
1949,5,167,1,0
893,3,975,3,1
976,5,3126,1,1
3037,2,2635,2,1
1000,3,3442,3,1
2699,8,2333,4,1
850,1,1723,1,1
1315,1,3758,1,0
862,2,3637,2,1
1729,6,373,4,1
1707,6,2787,4,0
351,9,2021,2,1
1050,4,3247,0,1
2228,-1,1506,3,0
676,0,1935,0,1
1342,8,3113,4,1
585,2,1993,2,0
379,3,1044,3,0
2548,9,1929,2,0
1624,3,931,3,0
2101,9,3124,2,1
1730,8,2761,4,1
2540,10,2001,5,0
2029,8,462,4,0
2544,5,1909,1,0
2762,0,2487,0,0
1521,7,3424,3,1
3198,8,3094,4,1
1951,3,1908,3,1
930,6,928,4,1
1053,1,3306,1,1
2481,8,2909,4,0
421,7,1368,3,1
69,1,1168,1,1
2046,9,309,2,1
2903,8,2477,4,1
1519,4,643,0,1
3157,4,2587,0,0
2774,6,2456,4,1
377,0,2019,0,1
1990,5,135,1,1
1963,7,109,3,1
3081,3,3393,3,1
2243,7,1204,3,1
310,1,2007,1,0
359,5,1348,1,0
3091,7,3491,3,1
206,0,116,0,0
1475,6,3456,4,0
2769,6,2429,4,1
86,8,66,4,1
1709,2,276,2,0
2773,2,2469,2,0
124,1,1145,1,0
1997,5,1286,1,1
1981,8,86,4,0
365,6,1959,4,0
935,8,1000,4,0
2882,6,2461,4,0
39,-1,31,-1,0
1541,3,639,3,1
2788,3,3393,3,1
1707,6,2863,4,0
1398,-1,3673,5,1
1460,3,3506,3,0
2324,1,231,1,0
223,9,1285,2,1
2438,7,2507,3,1
1708,8,264,4,1
90,2,149,2,1
576,6,1679,4,0
655,0,2019,0,0
689,0,2042,0,0
1880,0,1339,0,0
2945,5,2971,1,0
2785,4,2454,0,0
1519,4,62,0,1
2522,4,1942,0,0
453,8,1738,4,1
424,8,1691,4,0
1063,2,3101,2,0
3088,4,2968,0,0
687,8,1814,4,0
1530,1,632,1,1
678,2,1956,2,1
2032,8,363,4,0
1910,10,214,5,1
293,4,2127,0,1
660,5,1751,1,1
1592,10,629,5,0
3068,0,2972,0,1
780,6,1817,4,1
1482,9,3441,2,1
666,9,70,2,1
1025,4,3157,0,0
864,1,986,1,1
2542,9,1929,2,1
1001,3,3442,3,1
2302,0,317,0,0
3212,7,2726,3,1
1522,3,3442,3,0
2842,1,2473,1,0
580,8,1677,4,1
303,7,1963,3,0
1309,4,3711,0,1
784,8,3521,4,0
1436,-1,3628,5,0
2548,9,1933,2,1
2460,2,2893,2,1
2535,0,2008,0,1
2516,6,1927,4,0
2846,9,2281,2,1
210,3,1163,3,0
1951,3,1908,3,1
2593,0,2245,0,0
3109,7,3391,3,1
3034,3,2619,3,0
411,7,1129,3,1
332,0,2091,0,1
968,4,3145,0,0
216,6,1225,4,1
267,-1,2201,4,1
2509,1,2023,1,0
738,2,1678,2,0
2510,8,2025,4,0
1036,0,3175,0,0
2033,0,1254,0,0
1000,3,3442,3,1
430,10,837,5,0
2349,8,301,4,0
2534,5,1998,1,0
2245,5,1393,1,1
1339,7,3733,3,1
1226,-1,3324,0,0
2704,-1,2187,5,0
531,2,1625,2,0
1219,9,597,2,1
3182,7,3733,3,0
2047,7,355,3,0
1623,8,602,4,0
776,8,2233,4,0
670,0,2425,0,0
2835,1,2495,1,0
1272,8,662,4,1
658,0,2042,0,1
1138,7,3131,3,0
2517,7,1971,3,0
1447,3,3629,3,1
1041,7,250,3,0
2873,5,3715,1,0
1700,4,2768,0,1
1182,9,3351,2,0
2684,6,2078,4,1
2514,0,2140,0,1
675,3,174,3,1
2053,9,716,2,0
355,1,1248,1,0
1308,1,2983,1,1
587,8,1658,4,1
2303,-1,547,4,0
1591,3,900,3,1
822,-1,1835,2,0
1705,7,2840,3,1
1825,7,2840,3,1
3036,5,3010,1,0
1630,7,757,3,0
2429,4,2911,0,1
1350,1,3498,1,1
1556,11,87,5,1
2781,5,3459,1,0
1162,-1,3352,0,0
3127,2,2493,2,0
2374,0,2727,0,0
1539,10,636,5,1
1579,0,3262,0,1
2762,0,3464,0,1
964,6,3225,4,1
339,2,1907,2,1
1968,7,79,3,0
303,7,2110,3,0
2524,11,1996,5,1
2274,3,1359,3,1
1613,1,934,1,0
3087,1,2785,1,1
1006,2,3236,2,1
2563,0,2289,0,0
979,9,3212,2,1
671,6,1959,4,1
378,10,2037,5,1
996,11,748,5,0
179,-1,1296,0,1
1125,-1,2941,0,0
2874,3,3462,3,1
394,2,1059,2,0
1973,9,222,2,0
1976,4,272,0,1
2675,9,1558,2,0
679,4,1913,0,1
623,9,1682,2,1
1984,7,163,3,1
2868,7,3426,3,1
2875,-1,3837,3,1
1991,6,121,4,1
2791,0,1990,0,1
673,8,1962,4,0
1000,3,3196,3,0
3032,8,2453,4,1
2538,1,2788,1,0
1344,4,3192,0,0
597,8,1101,4,0
1029,7,250,3,0
1296,5,3303,1,1
2439,2,2338,2,1
1970,0,69,0,0
271,2,2209,2,0
2336,6,274,4,1
2361,7,2253,3,0
928,-1,970,4,0
1453,0,3746,0,1
665,6,3456,4,1
365,6,1968,4,0
2963,4,2992,0,0
2203,9,1507,2,1
407,2,1152,2,1
453,8,164,4,0
3049,9,2706,2,0
665,6,99,4,0
1979,5,97,1,0
1352,6,2997,4,1
728,3,908,3,1
60,2,149,2,1
1358,8,3674,4,0
1708,8,1940,4,1
2953,3,3064,3,1
2512,2,2765,2,0
3037,2,2782,2,0
1965,9,172,2,1
992,9,3455,2,1
1774,2,2848,2,1
965,9,3212,2,1
1068,5,3034,1,1
60,2,1302,2,1
3143,2,2493,2,1
60,2,73,2,0
1020,5,3126,1,1
1354,6,3456,4,1
1154,0,3317,0,1
2799,3,3490,3,1
1334,3,3373,3,0
1535,6,626,4,0
66,9,125,2,1
2770,0,2463,0,1
871,2,3500,2,0
1707,6,2883,4,0
1620,5,699,1,1
1986,1,1961,1,1
2421,3,2554,3,1
1739,5,2989,1,0
482,3,1018,3,0
3088,4,2968,0,0
585,2,1921,2,1
2431,1,2788,1,1
956,2,3182,2,0
211,4,1235,0,1
1751,1,2835,1,0
2070,1,473,1,0
2547,6,2170,4,0
868,2,101,2,0
1734,2,2831,2,0
2529,3,1943,3,1
330,7,2182,3,1
1620,5,722,1,1
349,5,2192,1,1
853,8,1728,4,1
2579,4,2265,0,1
2381,2,2896,2,0
1636,6,892,4,1
1299,7,3678,3,0
929,8,923,4,0
874,10,185,5,1
343,5,1092,1,1
93,6,963,4,1
2482,-1,2728,4,0
2644,3,2274,3,0
1475,6,3496,4,1
968,4,3180,0,1
1039,1,3115,1,1
3211,7,3095,3,0
3081,3,3393,3,0
658,0,1935,0,0
1974,5,192,1,0
1978,10,180,5,1
682,1,1979,1,0
1755,7,262,3,1
1536,3,949,3,0
659,3,1687,3,0
2441,2,2847,2,0
2366,3,2312,3,0
1446,6,3532,4,1
1537,0,147,0,1
1842,6,2877,4,1
579,9,1805,2,1
2922,9,2639,2,1
1274,2,618,2,0
2102,1,439,1,0
1399,8,3793,4,0
1459,0,3465,0,1
2837,9,2564,2,1
3123,7,2894,3,1
1244,-1,3353,4,1
1963,7,1967,3,1
1004,4,3211,0,0
1629,1,826,1,0
1602,9,912,2,0
1971,3,81,3,0
710,9,3488,2,0
2582,5,2341,1,1
2306,2,1533,2,1
2073,6,485,4,0
347,0,1948,0,0
677,0,1758,0,0
964,6,3135,4,0
69,1,1248,1,0
1027,4,316,0,0
2198,0,1415,0,1
3159,1,2472,1,0
2345,7,277,3,0
71,3,174,3,1
857,8,1728,4,0
90,2,1152,2,0
919,3,1002,3,0
1537,0,609,0,0
954,9,3128,2,1
744,7,3461,3,1
1799,5,3002,1,1
1973,9,136,2,0
2044,0,684,0,0
293,4,1931,0,0
1520,7,581,3,0
676,0,1948,0,1
88,9,113,2,0
3204,7,3733,3,0
837,2,922,2,1
1367,4,3409,0,0
85,8,1270,4,0
1015,3,488,3,1
1993,2,211,2,0
2542,9,1929,2,0
856,9,1929,2,1
2754,9,1596,2,0
1242,1,3320,1,0
2716,2,1986,2,1
2868,7,2449,3,0
1762,4,206,0,0
1319,9,3777,2,1
1068,5,3267,1,0
665,6,99,4,1
1993,2,105,2,0
2785,4,2454,0,1
589,3,1613,3,1
495,6,1020,4,0
627,6,1812,4,0
2926,5,3010,1,0
2544,5,1998,1,1
3143,2,3414,2,1
714,-1,3630,3,0
68,9,846,2,0
1995,6,1241,4,1
1048,1,2953,1,0
2507,1,2420,1,1
645,9,1847,2,0
2431,1,2788,1,1
102,1,1322,1,1
1545,3,3506,3,1
895,7,962,3,0
341,1,1028,1,0
585,2,1543,2,1
1633,3,634,3,0
2774,6,3417,4,0
1335,8,3458,4,0
1444,7,3467,3,0
70,0,794,0,0
60,2,1302,2,0
690,5,1874,1,1
2788,3,2444,3,1
1282,4,3145,0,1
1175,2,3354,2,1
3052,11,2729,5,1
1992,11,186,5,0
1371,2,3390,2,1
331,8,2199,4,0
1327,1,2969,1,1
854,3,1687,3,0
3037,2,2765,2,0
3083,5,2471,1,0
93,6,137,4,0
1749,2,258,2,0
1311,1,3268,1,1
667,4,3439,0,0
669,0,60,0,1
3137,5,3715,1,0
2774,6,3417,4,0
2324,1,1369,1,1
1343,2,3390,2,0
62,7,173,3,0
2468,1,2118,1,1
83,2,105,2,0
727,-1,3672,0,0
1714,1,2799,1,1
2045,11,152,5,0
2563,0,2276,0,1
868,2,110,2,0
589,3,1706,3,0
2120,-1,548,0,1
1316,2,3311,2,0
1368,2,3463,2,0
320,2,2163,2,1
587,8,1658,4,0
1269,7,3318,3,0
382,6,1045,4,0
1335,8,3113,4,0
1081,9,3304,2,1
1916,9,1947,2,1
324,2,2036,2,1
583,7,2317,3,1
3102,5,2989,1,1
2573,10,2252,5,1
1993,2,149,2,0
600,3,1831,3,0
2788,3,2444,3,0
755,2,3574,2,0
671,6,121,4,0
741,4,1718,0,0
3201,4,3798,0,0
1492,0,3451,0,1
2540,10,2035,5,1
665,6,166,4,0
2429,4,2864,0,0
2450,0,2124,0,1
1356,8,3781,4,0
988,0,3065,0,1
578,7,1583,3,1
90,2,149,2,1
1547,3,920,3,1
1557,0,189,0,1
1892,24,1508,2,0
3139,9,2544,2,1
1749,2,258,2,0
3024,-1,2730,0,0
1072,1,2969,1,0
308,1,2118,1,1
2064,6,381,4,1
1698,7,2894,3,0
214,5,1195,1,0
2715,4,1559,0,1
1334,3,3254,3,0
777,4,3635,0,0
60,2,73,2,0
1521,7,79,3,1
1035,5,549,1,0
2901,6,3766,4,1
1986,1,2786,1,1
3095,3,3144,3,0
839,9,175,2,1
850,1,1723,1,0
2304,1,349,1,0
101,7,1141,3,1
1964,8,117,4,0
2382,7,2919,3,0
2793,5,2432,1,0
1661,8,841,4,0
3084,7,2507,3,0
287,6,1610,4,0
1972,1,191,1,0
468,2,1777,2,0
2809,5,1885,1,1
3123,7,3170,3,0
2368,7,2441,3,0
3095,3,3393,3,0
1960,2,72,2,0
206,0,1137,0,1
1976,4,92,0,1
2779,1,1930,1,0
2058,9,550,2,0
3109,7,2460,3,0
1344,4,3421,0,0
1680,0,977,0,1
2725,1,1589,1,1
2788,3,2444,3,0
676,0,2842,0,0
1951,3,287,3,0
1556,11,188,5,1
1558,4,677,0,1
2431,1,2788,1,1
1863,4,2884,0,1
1567,5,665,1,1
1723,4,2792,0,1
2746,9,1605,2,0
2630,1,1589,1,1
2763,4,2418,0,0
6,-1,21,7,0
1542,5,192,1,1
834,8,3587,4,1
954,9,3108,2,0
2275,-1,1507,2,1
2355,9,2236,2,0
751,3,1827,3,0
309,8,2079,4,0
627,6,1679,4,0
2708,9,2314,2,0
2514,0,2124,0,0
775,7,3391,3,0
2222,3,1365,3,0
2715,4,1559,0,0
3091,7,3401,3,1
2324,1,238,1,0
1726,1,2700,1,1
823,0,3617,0,1
1047,6,3121,4,1
401,9,1093,2,1
3201,4,3807,0,0
1328,1,2983,1,1
55,4,145,0,0
2614,2,2306,2,0
1787,3,2780,3,1
613,7,1737,3,1
1948,1,169,1,1
2010,4,1292,0,1
780,6,3601,4,1
2068,9,447,2,1
54,7,157,3,1
2910,6,2461,4,0
1743,1,228,1,0
1523,3,599,3,1
2674,7,1607,3,0
352,5,1644,1,1
2428,2,2844,2,1
1706,8,3206,4,1
1829,5,2889,1,0
2073,6,700,4,1
3096,1,2596,1,0
366,0,1082,0,0
1358,8,3083,4,0
2350,1,208,1,0
2535,0,2008,0,1
2797,9,2488,2,0
588,7,1966,3,0
2998,1,2687,1,0
2040,2,82,2,1
2379,4,2864,0,0
3127,2,2558,2,0
92,10,1252,5,0
847,6,919,4,1
278,8,2031,4,0
3080,4,2604,0,1
2370,0,2731,0,0
192,0,1130,0,1
1819,9,2773,2,0
1985,4,290,0,0
1918,0,2882,0,0
3057,8,2900,4,0
865,10,1710,5,0
419,1,1412,1,0
1031,2,3134,2,1
1868,3,1365,3,0
2864,6,3760,4,1
350,9,1405,2,0
3149,2,2459,2,0
2139,9,475,2,1
424,8,1775,4,1
1844,9,2138,2,0
2522,4,2027,0,1
1607,7,3513,3,1
2775,3,2433,3,1
583,7,1700,3,1
107,7,1106,3,0
189,3,1163,3,0
776,8,1843,4,0
1275,7,770,3,1
1118,1,501,1,0
1591,3,639,3,1
3080,4,3041,0,0
77,7,157,3,0
1812,5,253,1,0
667,4,103,0,1
2229,7,1042,3,0
2135,-1,551,3,0
1543,9,846,2,0
1080,8,3074,4,1
1004,4,3211,0,0
2728,0,1614,0,1
679,4,1913,0,0
2206,3,1366,3,0
1948,1,3106,1,0
2270,2,230,2,1
867,5,68,1,0
993,7,3156,3,1
1527,6,963,4,1
1980,3,95,3,1
687,8,3406,4,1
1707,6,252,4,0
1975,6,166,4,1
1756,2,2916,2,1
331,8,2199,4,0
3090,9,3108,2,1
2572,6,2376,4,0
428,1,1800,1,0
1529,2,143,2,1
368,2,2036,2,1
773,1,3397,1,1
3160,8,2529,4,0
1444,7,3467,3,0
1735,8,2845,4,0
3089,1,3476,1,1
1702,1,3115,1,0
3095,3,3144,3,1
3034,3,2920,3,1
1076,3,3123,3,1
1345,1,3446,1,1
110,1,1245,1,0
2064,6,161,4,0
2032,8,363,4,0
2077,5,283,1,1
2559,1,2335,1,1
675,3,1949,3,1
1375,8,3458,4,0
2081,4,104,0,1
2802,6,2467,4,0
1350,1,3507,1,1
3147,2,2484,2,0
1530,1,3548,1,0
1905,6,251,4,0
673,8,1962,4,1
3030,5,2676,1,1
2242,3,458,3,0
1954,0,255,0,1
435,7,1781,3,0
2035,2,304,2,1
2945,5,2971,1,0
1337,7,3201,3,0
2063,3,217,3,0
2800,11,2479,5,1
1845,9,2231,2,1
1277,6,626,4,0
3157,4,2454,0,0
2657,1,2000,1,0
343,5,1092,1,1
2749,4,1572,0,0
1614,1,861,1,1
1652,1,660,1,0
1981,8,117,4,1
313,0,2069,0,1
1803,6,373,4,1
3117,2,3433,2,1
1492,0,3451,0,1
1545,3,3506,3,1
2642,0,2363,0,0
3075,5,3051,1,0
309,8,2081,4,0
2547,6,2010,4,1
1551,3,217,3,0
1036,0,324,0,1
452,1,1755,1,0
434,5,1802,1,1
2344,7,1388,3,0
2102,1,483,1,0
2325,2,246,2,0
2156,8,507,4,1
1971,3,174,3,1
1994,3,3122,3,0
850,1,1723,1,0
2510,8,2025,4,0
2530,6,2122,4,1
1950,6,121,4,0
982,11,3000,5,1
2248,9,1165,2,0
1010,7,3156,3,1
2305,-1,552,2,1
970,0,3065,0,1
874,10,190,5,0
2510,8,2025,4,1
2974,5,3091,1,0
358,0,1051,0,1
1349,2,3412,2,0
786,8,1843,4,0
343,5,2022,1,1
91,5,850,1,1
1468,7,3426,3,1
1032,1,751,1,1
1709,2,2870,2,1
3166,2,2469,2,0
742,1,1891,1,0
3208,1,3770,1,1
1683,9,852,2,0
67,8,66,4,0
3111,0,2419,0,0
2091,5,699,1,1
1068,5,3034,1,0
599,7,1966,3,0
3093,7,3170,3,0
3070,5,2886,1,0
856,9,1832,2,0
3069,6,2954,4,0
64,4,114,0,1
1969,1,231,1,0
655,0,60,0,1
90,2,149,2,1
1698,7,2894,3,0
2418,3,2372,3,0
379,3,2032,3,0
915,6,810,4,0
845,9,1003,2,1
3212,7,3096,3,1
3159,1,2472,1,1
1775,4,2853,0,0
2307,4,553,0,0
289,-1,2177,4,1
1894,21,1491,1,0
1828,9,2887,2,0
1958,1,77,1,0
2568,2,2244,2,0
395,4,1934,0,0
1729,6,2863,4,1
938,8,1006,4,0
2741,9,1651,2,1
1984,7,1926,3,0
871,2,972,2,0
1983,9,172,2,0
2212,9,1389,2,1
3084,7,2966,3,0
1450,6,3774,4,0
1981,8,86,4,0
2282,7,326,3,1
94,8,1184,4,0
2600,5,2334,1,0
1731,9,2861,2,1
2767,1,2240,1,0
1475,6,3496,4,0
65,3,95,3,1
2544,5,1998,1,0
656,4,1718,0,0
433,1,993,1,0
3066,6,2767,4,1
568,0,1757,0,0
666,9,1929,2,0
617,2,1539,2,1
1971,3,90,3,0
343,5,1092,1,1
61,2,1185,2,0
960,6,3119,4,1
2077,5,544,1,0
677,0,1758,0,0
3197,3,3728,3,1
1482,9,3432,2,1
294,5,2202,1,0
2642,0,1990,0,0
938,8,1006,4,0
1646,8,653,4,0
2556,8,2262,4,0
1419,7,3727,3,1
1470,6,3534,4,0
785,10,2451,5,0
688,0,2008,0,1
406,2,1332,2,0
2725,1,1589,1,0
394,2,1086,2,0
2922,9,2639,2,0
673,8,2005,4,0
1935,-1,2941,0,1
492,0,1638,0,1
1484,0,3482,0,0
1591,3,949,3,0
277,-1,2203,3,0
742,1,1891,1,0
916,0,915,0,1
1019,9,475,2,0
2637,7,2315,3,1
2293,4,422,0,0
3086,2,2964,2,1
2542,9,2021,2,1
1333,7,3035,3,0
1805,0,3107,0,0
3125,10,2537,5,0
2517,7,1971,3,0
2376,5,2818,1,1
2110,4,534,0,0
1838,2,2870,2,0
343,5,1960,1,0
762,6,1851,4,0
343,5,1175,1,0
871,2,1702,2,0
602,10,1925,5,0
106,6,1034,4,0
3070,5,2886,1,0
1673,2,620,2,1
313,0,1948,0,1
2620,0,2363,0,0
3128,9,3402,2,0
3043,0,2628,0,0
1644,9,716,2,1
1679,-1,862,0,0
2702,6,2170,4,0
2533,1,2188,1,0
2900,6,3697,4,1
1530,1,191,1,0
2069,0,527,0,0
1851,1,208,1,0
441,6,1733,4,1
1366,4,3396,0,0
2379,4,2288,0,0
2976,-1,2732,-1,1
934,-1,987,5,1
2535,0,2008,0,1
2444,5,2938,1,1
3201,4,3686,0,1
3099,3,2450,3,0
2857,2,3788,2,1
801,7,1855,3,0
1963,7,1967,3,1
1904,5,2803,1,1
2840,2,2424,2,1
1454,4,3447,0,1
1327,1,2969,1,0
1999,7,138,3,1
341,1,1043,1,0
1363,1,3507,1,0
1319,9,3777,2,1
1948,1,191,1,1
979,9,3210,2,1
916,0,997,0,1
348,11,2040,5,1
2119,10,675,5,1
1314,9,3266,2,1
1958,1,1997,1,1
1616,6,658,4,1
1232,-1,3355,2,1
669,0,60,0,0
2372,1,2788,1,0
138,9,1093,2,0
3002,3,2652,3,1
1911,5,1470,1,1
2809,5,2326,1,1
1683,9,863,2,1
3086,2,3390,2,0
1975,6,166,4,1
1450,6,3597,4,1
3108,1,3498,1,0
883,5,899,1,0
1979,5,97,1,0
1720,7,262,3,0
440,2,1726,2,1
394,2,1625,2,0
3102,5,3044,1,1
3096,1,2596,1,0
1538,9,796,2,0
1702,1,2955,1,1
1847,9,2764,2,1
449,4,184,0,1
1368,2,3412,2,1
372,9,1759,2,1
1969,1,238,1,0
60,2,73,2,1
999,3,3123,3,1
55,4,1913,0,1
896,6,919,4,0
99,10,195,5,0
515,-1,1113,1,0
1827,9,2887,2,1
3099,3,2450,3,0
2769,6,2427,4,0
89,1,134,1,0
1677,7,749,3,0
2028,2,89,2,0
2412,-1,2391,3,1
2350,1,228,1,0
1598,4,3409,0,1
1707,6,2767,4,0
2658,-1,2392,0,1
95,4,155,0,0
54,7,1926,3,0
3127,2,3414,2,0
585,2,1993,2,0
1870,3,1427,3,1
1737,8,3221,4,0
1663,3,838,3,0
2506,5,2801,1,1
2965,-1,3097,0,0
2539,3,1916,3,1
424,8,1675,4,1
300,9,2066,2,1
2334,5,331,1,0
3129,1,3428,1,1
1951,3,2854,3,1
2779,1,2420,1,1
2791,0,2468,0,0
1732,8,2900,4,0
69,1,77,1,0
1790,3,242,3,1
687,8,2498,4,0
1987,7,163,3,1
2102,1,439,1,0
306,8,1994,4,0
2788,3,2444,3,0
738,2,3631,2,0
2836,0,2468,0,0
1555,2,3386,2,0
2555,1,2251,1,0
2532,8,1941,4,0
3090,9,2965,2,0
405,10,1411,5,1
2245,5,1393,1,1
1830,0,2842,0,1
997,6,2863,4,1
3136,6,2456,4,1
11,-1,30,8,0
192,0,1240,0,1
1867,7,2915,3,0
1280,3,3216,3,0
370,6,1146,4,0
909,7,827,3,0
1598,4,745,0,1
2525,7,2060,3,1
2775,3,2433,3,1
1065,6,3288,4,1
2510,8,2025,4,1
1963,7,212,3,1
2799,3,2561,3,0
1521,7,74,3,0
685,5,2415,1,0
3100,10,3503,5,0
672,4,2421,0,0
3171,7,2648,3,0
2588,8,2373,4,1
2780,9,2458,2,1
1987,7,3391,3,1
1378,8,3795,4,1
1605,0,995,0,1
439,0,985,0,1
957,0,3129,0,0
324,2,2036,2,1
659,3,1687,3,0
1333,7,3008,3,0
1957,11,181,5,0
91,5,68,1,0
1356,8,3504,4,0
1062,5,3267,1,0
1530,1,3548,1,1
2012,-1,1293,2,1
1842,6,2063,4,1
2818,5,2446,1,1
3145,9,2600,2,1
2064,6,183,4,1
2165,-1,427,0,0
976,5,3117,1,1
981,2,3134,2,0
1969,1,77,1,1
2839,5,1804,1,0
1188,-1,3814,3,0
2349,8,306,4,0
997,6,3119,4,1
2316,9,236,2,1
2670,8,2079,4,1
656,4,1765,0,1
95,4,88,0,1
2338,7,1388,3,0
1975,6,166,4,1
1743,1,257,1,0
1987,7,163,3,1
1780,5,454,1,0
3127,2,2493,2,0
2790,5,2471,1,0
1426,5,3624,1,1
436,8,1691,4,0
2535,0,2256,0,0
59,2,149,2,0
1038,5,454,1,0
2414,3,2443,3,1
1779,7,2770,3,1
687,8,3458,4,0
2512,2,2765,2,0
2283,4,241,0,0
2254,7,1275,3,1
386,2,1333,2,1
990,9,3124,2,0
96,4,1186,0,1
2008,8,1291,4,0
2554,8,2331,4,0
2073,6,485,4,1
2166,2,403,2,0
188,3,1359,3,1
345,1,1980,1,0
974,0,3129,0,0
153,1,811,1,1
1210,8,610,4,1
741,4,3565,0,1
344,1,1975,1,0
2046,9,136,2,1
1762,4,206,0,0
2523,1,2007,1,0
993,7,3156,3,1
3066,6,2767,4,1
2766,9,2458,2,0
1483,-1,3632,5,0
407,2,1152,2,1
689,0,1955,0,1
2913,-1,2393,0,0
425,1,1997,1,0
1811,-1,496,0,0
2993,-1,2733,3,0
2784,11,2547,5,1
967,0,3190,0,0
694,3,3445,3,0
1912,8,1490,4,1
1527,6,963,4,0
1094,7,3131,3,1
485,5,1092,1,0
1766,2,368,2,0
1322,4,3772,0,0
3056,7,2919,3,0
435,7,1686,3,1
1730,8,2761,4,0
2274,3,1297,3,0
1294,8,683,4,1
1063,2,3101,2,0
783,6,2583,4,1
1651,-1,738,5,1
3065,2,3099,2,1
1985,4,272,0,1
2414,3,2536,3,1
1730,8,2800,4,1
3109,7,3391,3,1
957,0,3416,0,0
2379,4,2604,0,0
1664,4,802,0,1
3117,2,3433,2,0
670,0,187,0,0
979,9,3210,2,0
2291,4,332,0,1
321,7,2178,3,1
1628,11,805,5,1
1455,5,3614,1,0
783,6,3417,4,0
2334,5,1356,1,1
1707,6,2877,4,0
1961,5,2762,1,0
3000,5,2670,1,0
3108,1,2960,1,0
266,8,1054,4,0
1991,6,121,4,0
2317,3,1365,3,1
2123,0,656,0,0
621,4,1643,0,1
3047,9,3068,2,0
3087,1,2799,1,1
1776,-1,2734,0,0
168,1,1267,1,0
3096,1,3048,1,0
3103,4,3535,0,1
1245,-1,3348,1,1
192,0,1130,0,1
199,0,132,0,1
1038,5,454,1,1
1972,1,78,1,1
1982,11,181,5,0
1646,8,655,4,0
66,9,136,2,1
59,2,110,2,0
1992,11,197,5,0
933,1,1768,1,0
2820,6,2394,4,0
856,9,1696,2,0
2725,1,1918,1,0
1983,9,125,2,0
1849,0,2888,0,1
848,4,927,0,0
713,1,3608,1,0
3163,8,2477,4,0
977,9,3154,2,1
3139,9,2506,2,0
2614,2,1921,2,0
2687,1,2340,1,1
205,9,1165,2,1
870,5,91,1,1
1010,7,3156,3,1
382,6,1717,4,1
2004,1,1178,1,0
287,6,1610,4,0
646,3,1886,3,1
945,10,941,5,0
1456,3,3700,3,1
2746,9,1605,2,0
2229,7,1380,3,0
669,0,60,0,1
665,6,99,4,0
1589,6,921,4,1
3093,7,3170,3,1
297,8,1994,4,0
904,9,864,2,0
678,2,1956,2,1
3176,7,3811,3,1
302,4,1964,0,0
2004,1,142,1,1
995,11,3143,5,0
2797,9,2470,2,0
379,3,2032,3,1
2004,1,473,1,0
301,2,1431,2,1
156,7,1205,3,1
1646,8,872,4,1
585,2,1719,2,0
3095,3,2854,3,1
864,1,106,1,0
1984,7,163,3,1
1026,10,3205,5,1
954,9,3128,2,0
1023,9,3210,2,0
2988,1,2591,1,1
380,3,1743,3,0
1329,5,2956,1,0
613,7,1737,3,0
1963,7,212,3,0
1349,2,3390,2,1
2882,6,2442,4,0
2549,9,2556,2,1
2798,11,2543,5,0
1967,5,830,1,0
3086,2,3093,2,0
504,0,1107,0,0
955,9,3110,2,0
728,3,1002,3,0
2906,0,2708,0,1
1981,8,204,4,1
1841,5,2889,1,0
3133,10,2568,5,1
1591,3,659,3,0
1116,2,3238,2,0
660,5,1809,1,1
2506,5,1969,1,0
674,8,3458,4,0
582,2,1543,2,1
913,1,905,1,1
845,9,903,2,0
3117,2,2469,2,1
2398,6,2267,4,1
2654,2,1660,2,0
176,2,1221,2,0
83,2,82,2,1
285,7,1046,3,1
2051,9,813,2,1
2781,5,2415,1,1
365,6,1959,4,1
1984,7,74,3,0
607,10,1764,5,1
2699,8,2079,4,1
1761,8,337,4,0
1705,7,2796,3,0
1820,6,2010,4,0
456,6,1791,4,1
676,0,2008,0,1
675,3,1949,3,1
1708,8,204,4,0
2035,2,347,2,1
2848,9,3640,2,0
2920,-1,2626,0,1
450,0,985,0,0
1240,2,726,2,0
1975,6,166,4,0
1557,0,794,0,0
888,0,937,0,0
1090,11,3214,5,0
1926,0,295,0,0
1849,0,2105,0,1
2802,6,2467,4,1
1986,1,2007,1,1
1926,0,319,0,0
1519,4,677,0,1
220,7,140,3,0
2339,4,345,0,0
408,2,1923,2,0
2018,9,495,2,0
1747,4,3157,0,0
2583,1,1652,1,0
382,6,1717,4,1
754,9,1818,2,0
1826,6,2789,4,0
1486,9,3455,2,1
1646,8,872,4,0
1440,5,3558,1,0
1699,8,2005,4,0
1699,8,204,4,1
1226,-1,3324,0,0
333,7,2006,3,0
2576,-1,2305,2,1
2379,4,2599,0,1
1827,9,1915,2,0
86,8,148,4,1
1700,4,2792,0,1
2791,0,1990,0,1
71,3,1949,3,0
2873,5,2528,1,1
2852,7,3786,3,1
1951,3,2854,3,0
1482,9,3488,2,0
444,2,1719,2,1
1834,6,2877,4,1
2261,6,1344,4,0
3117,2,2469,2,1
610,2,1537,2,0
840,8,3406,4,1
188,3,1298,3,0
